image,attempt,bounds,check,fired,severity,values
26.webp,1,"[1144, 1242, 1224, 1521]",translation_sanity,False,none,"{'source_text': '头脑好又神秘的感觉真的好崇拜你！', 'translation': 'I really admire you for being smart and mysterious!', 'source_len': 16, 'translation_len': 51, 'ratio': 3.19}"
26.webp,1,"[1144, 1242, 1224, 1521]",detection_plausibility,False,none,"{'box_width': 80, 'box_height': 279, 'source_len': 16, 'confidence': None, 'chars_per_100px_height': 5.73}"
26.webp,1,"[1131, 600, 1211, 761]",text_fit,False,none,"{'box_width': 80, 'box_height': 161, 'chosen_font_size': 10, 'ceiling_font_size': 80, 'line_count': 5, 'lines': [""I'm planning to"", 'go to Bai Meng', ""University's"", 'economics', 'department.'], 'max_line_width': 69, 'total_text_height': 56, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.01, 'hard_wrapped_single_word': False}"
26.webp,1,"[1131, 600, 1211, 761]",translation_sanity,True,medium,"{'source_text': '打算去白梦大学经济系', 'translation': ""I'm planning to go to Bai Meng University's economics department."", 'source_len': 10, 'translation_len': 65, 'ratio': 6.5}"
26.webp,1,"[1131, 600, 1211, 761]",detection_plausibility,False,none,"{'box_width': 80, 'box_height': 161, 'source_len': 10, 'confidence': None, 'chars_per_100px_height': 6.21}"
26.webp,1,"[769, 1311, 855, 1474]",text_fit,False,none,"{'box_width': 86, 'box_height': 163, 'chosen_font_size': 10, 'ceiling_font_size': 86, 'line_count': 2, 'lines': [""It's nothing... it's"", 'not a big deal.'], 'max_line_width': 70, 'total_text_height': 22, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.9, 'hard_wrapped_single_word': False}"
26.webp,1,"[769, 1311, 855, 1474]",translation_sanity,False,none,"{'source_text': '也没什么…不至于啦', 'translation': ""It's nothing... it's not a big deal."", 'source_len': 9, 'translation_len': 36, 'ratio': 4.0}"
26.webp,1,"[769, 1311, 855, 1474]",detection_plausibility,False,none,"{'box_width': 86, 'box_height': 163, 'source_len': 9, 'confidence': None, 'chars_per_100px_height': 5.52}"
26.webp,1,"[680, 599, 793, 843]",text_fit,False,none,"{'box_width': 113, 'box_height': 244, 'chosen_font_size': 10, 'ceiling_font_size': 113, 'line_count': 4, 'lines': ['I could get into a better', 'school, but Bai Meng', 'University’s facilities are', 'top‑notch.'], 'max_line_width': 110, 'total_text_height': 47, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.16, 'hard_wrapped_single_word': False}"
26.webp,1,"[680, 599, 793, 843]",translation_sanity,False,none,"{'source_text': '虽然更好的学校也能考上，但白梦大学校内设施很完善', 'translation': 'I could get into a better school, but Bai Meng University’s facilities are top‑notch.', 'source_len': 24, 'translation_len': 85, 'ratio': 3.54}"
26.webp,1,"[680, 599, 793, 843]",detection_plausibility,False,none,"{'box_width': 113, 'box_height': 244, 'source_len': 24, 'confidence': None, 'chars_per_100px_height': 9.84}"
26.webp,1,"[446, 592, 595, 759]",text_fit,False,none,"{'box_width': 149, 'box_height': 167, 'chosen_font_size': 10, 'ceiling_font_size': 149, 'line_count': 3, 'lines': [""You can't just pick a college by"", 'its deviation value—you gotta', 'look at it from multiple angles.'], 'max_line_width': 139, 'total_text_height': 35, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.12, 'hard_wrapped_single_word': False}"
26.webp,1,"[446, 592, 595, 759]",translation_sanity,False,none,"{'source_text': '选大学不能只看偏差值要从多角度考虑才好', 'translation': ""You can't just pick a college by its deviation value—you gotta look at it from multiple angles."", 'source_len': 19, 'translation_len': 95, 'ratio': 5.0}"
26.webp,1,"[446, 592, 595, 759]",detection_plausibility,False,none,"{'box_width': 149, 'box_height': 167, 'source_len': 19, 'confidence': None, 'chars_per_100px_height': 11.38}"
26.webp,1,"[438, 1260, 599, 1524]",text_fit,False,none,"{'box_width': 161, 'box_height': 264, 'chosen_font_size': 10, 'ceiling_font_size': 161, 'line_count': 1, 'lines': ['Uh… 101?'], 'max_line_width': 44, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.64, 'hard_wrapped_single_word': False}"
26.webp,1,"[438, 1260, 599, 1524]",translation_sanity,False,none,"{'source_text': '那那个…101', 'translation': 'Uh… 101?', 'source_len': 7, 'translation_len': 8, 'ratio': 1.14}"
26.webp,1,"[438, 1260, 599, 1524]",detection_plausibility,False,none,"{'box_width': 161, 'box_height': 264, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 2.65}"
26.webp,1,"[257, 646, 340, 809]",text_fit,False,none,"{'box_width': 83, 'box_height': 163, 'chosen_font_size': 10, 'ceiling_font_size': 83, 'line_count': 1, 'lines': ['Ah, I see — thanks!'], 'max_line_width': 82, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.96, 'hard_wrapped_single_word': False}"
26.webp,1,"[257, 646, 340, 809]",translation_sanity,False,none,"{'source_text': '原来如此～受教了', 'translation': 'Ah, I see — thanks!', 'source_len': 8, 'translation_len': 19, 'ratio': 2.38}"
26.webp,1,"[257, 646, 340, 809]",detection_plausibility,False,none,"{'box_width': 83, 'box_height': 163, 'source_len': 8, 'confidence': None, 'chars_per_100px_height': 4.91}"
26.webp,1,"[64, 649, 145, 832]",text_fit,False,none,"{'box_width': 81, 'box_height': 183, 'chosen_font_size': 10, 'ceiling_font_size': 81, 'line_count': 2, 'lines': ['Rinazaki-senpai', 'really is amazing!'], 'max_line_width': 81, 'total_text_height': 22, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.26, 'hard_wrapped_single_word': False}"
26.webp,1,"[64, 649, 145, 832]",translation_sanity,False,none,"{'source_text': '凛崎学姐果然很优秀啊！', 'translation': 'Rinazaki-senpai really is amazing!', 'source_len': 11, 'translation_len': 34, 'ratio': 3.09}"
26.webp,1,"[64, 649, 145, 832]",detection_plausibility,False,none,"{'box_width': 81, 'box_height': 183, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 6.01}"
26.webp,1,"[58, 47, 141, 265]",text_fit,False,none,"{'box_width': 83, 'box_height': 218, 'chosen_font_size': 10, 'ceiling_font_size': 83, 'line_count': 5, 'lines': ['What’s', 'Rinazaki-senpai', 'planning to do', 'after she', 'graduates?'], 'max_line_width': 75, 'total_text_height': 55, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.63, 'hard_wrapped_single_word': False}"
26.webp,1,"[58, 47, 141, 265]",translation_sanity,False,none,"{'source_text': '凛崎学姐毕业后打算做什么呢？', 'translation': 'What’s Rinazaki-senpai planning to do after she graduates?', 'source_len': 14, 'translation_len': 58, 'ratio': 4.14}"
26.webp,1,"[58, 47, 141, 265]",detection_plausibility,False,none,"{'box_width': 83, 'box_height': 218, 'source_len': 14, 'confidence': None, 'chars_per_100px_height': 6.42}"
27.webp,1,"[1134, 1010, 1199, 1072]",text_fit,False,none,"{'box_width': 65, 'box_height': 62, 'chosen_font_size': 10, 'ceiling_font_size': 62, 'line_count': 1, 'lines': [""t'""], 'max_line_width': 4, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.95, 'hard_wrapped_single_word': False}"
27.webp,1,"[1134, 1010, 1199, 1072]",translation_sanity,True,high,"{'source_text': ""t'"", 'translation': ""t'"", 'source_len': 2, 'translation_len': 2}"
27.webp,1,"[1134, 1010, 1199, 1072]",detection_plausibility,False,none,"{'box_width': 65, 'box_height': 62, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 3.23}"
27.webp,1,"[1130, 1221, 1181, 1450]",text_fit,False,none,"{'box_width': 51, 'box_height': 229, 'chosen_font_size': 10, 'ceiling_font_size': 51, 'line_count': 2, 'lines': ['Rinrinzaki', '-senpai…!'], 'max_line_width': 50, 'total_text_height': 20, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 4.49, 'hard_wrapped_single_word': False}"
27.webp,1,"[1130, 1221, 1181, 1450]",translation_sanity,False,none,"{'source_text': '凛凛崎学姐…！', 'translation': 'Rinrinzaki-senpai…!', 'source_len': 7, 'translation_len': 19, 'ratio': 2.71}"
27.webp,1,"[1130, 1221, 1181, 1450]",detection_plausibility,False,none,"{'box_width': 51, 'box_height': 229, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 3.06}"
27.webp,1,"[1102, 1577, 1189, 1699]",text_fit,False,none,"{'box_width': 87, 'box_height': 122, 'chosen_font_size': 10, 'ceiling_font_size': 87, 'line_count': 2, 'lines': ['Well… long time', 'no see…'], 'max_line_width': 74, 'total_text_height': 18, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.4, 'hard_wrapped_single_word': False}"
27.webp,1,"[1102, 1577, 1189, 1699]",translation_sanity,False,none,"{'source_text': '嗯好久不见…', 'translation': 'Well… long time no see…', 'source_len': 6, 'translation_len': 23, 'ratio': 3.83}"
27.webp,1,"[1102, 1577, 1189, 1699]",detection_plausibility,False,none,"{'box_width': 87, 'box_height': 122, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 4.92}"
27.webp,1,"[970, 1070, 1037, 1139]",text_fit,False,none,"{'box_width': 67, 'box_height': 69, 'chosen_font_size': 10, 'ceiling_font_size': 67, 'line_count': 1, 'lines': ['Clang!'], 'max_line_width': 31, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.03, 'hard_wrapped_single_word': False}"
27.webp,1,"[970, 1070, 1037, 1139]",translation_sanity,False,none,"{'source_text': 'tin', 'translation': 'Clang!', 'source_len': 3, 'translation_len': 6, 'ratio': 2.0}"
27.webp,1,"[970, 1070, 1037, 1139]",detection_plausibility,False,none,"{'box_width': 67, 'box_height': 69, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 4.35}"
27.webp,1,"[917, 18, 999, 229]",text_fit,False,none,"{'box_width': 82, 'box_height': 211, 'chosen_font_size': 10, 'ceiling_font_size': 82, 'line_count': 3, 'lines': ['Miyuu‑chan,', 'Kana‑chan, long', 'time no see…'], 'max_line_width': 77, 'total_text_height': 32, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.57, 'hard_wrapped_single_word': False}"
27.webp,1,"[917, 18, 999, 229]",translation_sanity,False,none,"{'source_text': '未优酱加奈酱好久不见…', 'translation': 'Miyuu‑chan, Kana‑chan, long time no see…', 'source_len': 11, 'translation_len': 40, 'ratio': 3.64}"
27.webp,1,"[917, 18, 999, 229]",detection_plausibility,False,none,"{'box_width': 82, 'box_height': 211, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 5.21}"
27.webp,1,"[798, 807, 843, 898]",text_fit,False,none,"{'box_width': 45, 'box_height': 91, 'chosen_font_size': 10, 'ceiling_font_size': 45, 'line_count': 1, 'lines': ['BANG!'], 'max_line_width': 30, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.02, 'hard_wrapped_single_word': False}"
27.webp,1,"[798, 807, 843, 898]",translation_sanity,False,none,"{'source_text': '00', 'translation': 'BANG!', 'source_len': 2, 'translation_len': 5, 'ratio': 2.5}"
27.webp,1,"[798, 807, 843, 898]",detection_plausibility,False,none,"{'box_width': 45, 'box_height': 91, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 2.2}"
27.webp,1,"[761, 211, 822, 268]",text_fit,False,none,"{'box_width': 61, 'box_height': 57, 'chosen_font_size': 10, 'ceiling_font_size': 57, 'line_count': 1, 'lines': ['Bring it!'], 'max_line_width': 37, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.93, 'hard_wrapped_single_word': False}"
27.webp,1,"[761, 211, 822, 268]",translation_sanity,False,none,"{'source_text': '比', 'translation': 'Bring it!', 'source_len': 1, 'translation_len': 9, 'ratio': 9.0}"
27.webp,1,"[761, 211, 822, 268]",detection_plausibility,False,none,"{'box_width': 61, 'box_height': 57, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 1.75}"
27.webp,1,"[757, 519, 809, 630]",text_fit,False,none,"{'box_width': 52, 'box_height': 111, 'chosen_font_size': 10, 'ceiling_font_size': 52, 'line_count': 1, 'lines': ['haha…'], 'max_line_width': 30, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.13, 'hard_wrapped_single_word': False}"
27.webp,1,"[757, 519, 809, 630]",translation_sanity,False,none,"{'source_text': 'あはは…', 'translation': 'haha…', 'source_len': 4, 'translation_len': 5, 'ratio': 1.25}"
27.webp,1,"[757, 519, 809, 630]",detection_plausibility,False,none,"{'box_width': 52, 'box_height': 111, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.6}"
27.webp,1,"[527, 762, 607, 973]",text_fit,False,none,"{'box_width': 80, 'box_height': 211, 'chosen_font_size': 10, 'ceiling_font_size': 80, 'line_count': 3, 'lines': [""I'm Rin Saki"", 'Yotsuba. Do you', 'remember me...?'], 'max_line_width': 77, 'total_text_height': 30, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.64, 'hard_wrapped_single_word': False}"
27.webp,1,"[527, 762, 607, 973]",translation_sanity,False,none,"{'source_text': '我是凜崎四叶，还记得吗～…？', 'translation': ""I'm Rin Saki Yotsuba. Do you remember me...?"", 'source_len': 14, 'translation_len': 44, 'ratio': 3.14}"
27.webp,1,"[527, 762, 607, 973]",detection_plausibility,False,none,"{'box_width': 80, 'box_height': 211, 'source_len': 14, 'confidence': None, 'chars_per_100px_height': 6.64}"
27.webp,1,"[336, 290, 401, 426]",text_fit,False,none,"{'box_width': 65, 'box_height': 136, 'chosen_font_size': 10, 'ceiling_font_size': 65, 'line_count': 1, 'lines': ['Huh…'], 'max_line_width': 28, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.09, 'hard_wrapped_single_word': False}"
27.webp,1,"[336, 290, 401, 426]",translation_sanity,False,none,"{'source_text': '2レ…', 'translation': 'Huh…', 'source_len': 3, 'translation_len': 4, 'ratio': 1.33}"
27.webp,1,"[336, 290, 401, 426]",detection_plausibility,False,none,"{'box_width': 65, 'box_height': 136, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 2.21}"
27.webp,1,"[217, 1223, 302, 1467]",text_fit,False,none,"{'box_width': 85, 'box_height': 244, 'chosen_font_size': 10, 'ceiling_font_size': 85, 'line_count': 3, 'lines': [""...It's really you,"", ""senior...What's"", 'wrong?'], 'max_line_width': 66, 'total_text_height': 32, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.87, 'hard_wrapped_single_word': False}"
27.webp,1,"[217, 1223, 302, 1467]",translation_sanity,False,none,"{'source_text': '…真的是学姐…你怎么了？', 'translation': ""...It's really you, senior...What's wrong?"", 'source_len': 12, 'translation_len': 42, 'ratio': 3.5}"
27.webp,1,"[217, 1223, 302, 1467]",detection_plausibility,False,none,"{'box_width': 85, 'box_height': 244, 'source_len': 12, 'confidence': None, 'chars_per_100px_height': 4.92}"
27.webp,1,"[115, 998, 262, 1138]",text_fit,False,none,"{'box_width': 147, 'box_height': 140, 'chosen_font_size': 10, 'ceiling_font_size': 140, 'line_count': 1, 'lines': ['Ugh…'], 'max_line_width': 26, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.95, 'hard_wrapped_single_word': False}"
27.webp,1,"[115, 998, 262, 1138]",translation_sanity,False,none,"{'source_text': '3v…ひく…', 'translation': 'Ugh…', 'source_len': 6, 'translation_len': 4, 'ratio': 0.67}"
27.webp,1,"[115, 998, 262, 1138]",detection_plausibility,False,none,"{'box_width': 147, 'box_height': 140, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 4.29}"
27.webp,1,"[84, 441, 158, 555]",text_fit,False,none,"{'box_width': 74, 'box_height': 114, 'chosen_font_size': 10, 'ceiling_font_size': 74, 'line_count': 4, 'lines': ['(No output -', 'input contains', 'no translatable', 'text)'], 'max_line_width': 68, 'total_text_height': 45, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.54, 'hard_wrapped_single_word': False}"
27.webp,1,"[84, 441, 158, 555]",translation_sanity,False,none,"{'source_text': 'Ti7n', 'translation': '(No output - input contains no translatable text)', 'source_len': 4, 'translation_len': 49, 'ratio': 12.25}"
27.webp,1,"[84, 441, 158, 555]",detection_plausibility,False,none,"{'box_width': 74, 'box_height': 114, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.51}"
27.webp,1,"[80, 1532, 163, 1705]",text_fit,False,none,"{'box_width': 83, 'box_height': 173, 'chosen_font_size': 10, 'ceiling_font_size': 83, 'line_count': 2, 'lines': ['Well, uh… a lot', 'happened…'], 'max_line_width': 66, 'total_text_height': 21, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.08, 'hard_wrapped_single_word': False}"
27.webp,1,"[80, 1532, 163, 1705]",translation_sanity,False,none,"{'source_text': '嘛，嗯…发生了很多事…', 'translation': 'Well, uh… a lot happened…', 'source_len': 11, 'translation_len': 25, 'ratio': 2.27}"
27.webp,1,"[80, 1532, 163, 1705]",detection_plausibility,False,none,"{'box_width': 83, 'box_height': 173, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 6.36}"
27.webp,1,"[0, 840, 78, 1012]",text_fit,False,none,"{'box_width': 78, 'box_height': 172, 'chosen_font_size': 10, 'ceiling_font_size': 78, 'line_count': 1, 'lines': ['Mom!'], 'max_line_width': 26, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.21, 'hard_wrapped_single_word': False}"
27.webp,1,"[0, 840, 78, 1012]",translation_sanity,False,none,"{'source_text': '妈', 'translation': 'Mom!', 'source_len': 1, 'translation_len': 4, 'ratio': 4.0}"
27.webp,1,"[0, 840, 78, 1012]",detection_plausibility,False,none,"{'box_width': 78, 'box_height': 172, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.58}"
28.webp,1,"[1156, 925, 1239, 1149]",text_fit,False,none,"{'box_width': 83, 'box_height': 224, 'chosen_font_size': 10, 'ceiling_font_size': 83, 'line_count': 5, 'lines': ['Feels great to', 'embarrass', 'yourself in front', 'of your junior,', 'huh?'], 'max_line_width': 73, 'total_text_height': 56, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.7, 'hard_wrapped_single_word': False}"
28.webp,1,"[1156, 925, 1239, 1149]",translation_sanity,False,none,"{'source_text': '在学妹面前丢脸，感觉超爽的吧？', 'translation': 'Feels great to embarrass yourself in front of your junior, huh?', 'source_len': 15, 'translation_len': 63, 'ratio': 4.2}"
28.webp,1,"[1156, 925, 1239, 1149]",detection_plausibility,False,none,"{'box_width': 83, 'box_height': 224, 'source_len': 15, 'confidence': None, 'chars_per_100px_height': 6.7}"
28.webp,1,"[1122, 18, 1235, 284]",text_fit,False,none,"{'box_width': 113, 'box_height': 266, 'chosen_font_size': 10, 'ceiling_font_size': 113, 'line_count': 3, 'lines': [""He's a masochist who"", 'loves getting picked on', 'in front of a crowd, right?'], 'max_line_width': 112, 'total_text_height': 33, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.35, 'hard_wrapped_single_word': False}"
28.webp,1,"[1122, 18, 1235, 284]",translation_sanity,False,none,"{'source_text': '这家伙是个受虐狂超喜欢在大庭广众下被欺负的…对吧？', 'translation': ""He's a masochist who loves getting picked on in front of a crowd, right?"", 'source_len': 25, 'translation_len': 72, 'ratio': 2.88}"
28.webp,1,"[1122, 18, 1235, 284]",detection_plausibility,False,none,"{'box_width': 113, 'box_height': 266, 'source_len': 25, 'confidence': None, 'chars_per_100px_height': 9.4}"
28.webp,1,"[1071, 1334, 1160, 1481]",text_fit,False,none,"{'box_width': 89, 'box_height': 147, 'chosen_font_size': 10, 'ceiling_font_size': 89, 'line_count': 1, 'lines': ['Eep!'], 'max_line_width': 21, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.65, 'hard_wrapped_single_word': False}"
28.webp,1,"[1071, 1334, 1160, 1481]",translation_sanity,False,none,"{'source_text': 'い', 'translation': 'Eep!', 'source_len': 1, 'translation_len': 4, 'ratio': 4.0}"
28.webp,1,"[1071, 1334, 1160, 1481]",detection_plausibility,False,none,"{'box_width': 89, 'box_height': 147, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.68}"
28.webp,1,"[926, 921, 975, 1145]",text_fit,False,none,"{'box_width': 49, 'box_height': 224, 'chosen_font_size': 10, 'ceiling_font_size': 49, 'line_count': 1, 'lines': ['For real?'], 'max_line_width': 39, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 4.57, 'hard_wrapped_single_word': False}"
28.webp,1,"[926, 921, 975, 1145]",translation_sanity,False,none,"{'source_text': '真真的假的…？', 'translation': 'For real?', 'source_len': 7, 'translation_len': 9, 'ratio': 1.29}"
28.webp,1,"[926, 921, 975, 1145]",detection_plausibility,False,none,"{'box_width': 49, 'box_height': 224, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 3.12}"
28.webp,1,"[915, 1344, 996, 1532]",text_fit,False,none,"{'box_width': 81, 'box_height': 188, 'chosen_font_size': 10, 'ceiling_font_size': 81, 'line_count': 3, 'lines': ['Come on, show', 'us a begging', 'dance.'], 'max_line_width': 69, 'total_text_height': 31, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.32, 'hard_wrapped_single_word': False}"
28.webp,1,"[915, 1344, 996, 1532]",translation_sanity,False,none,"{'source_text': '来，表演个求饶舞给我们看', 'translation': 'Come on, show us a begging dance.', 'source_len': 12, 'translation_len': 33, 'ratio': 2.75}"
28.webp,1,"[915, 1344, 996, 1532]",detection_plausibility,False,none,"{'box_width': 81, 'box_height': 188, 'source_len': 12, 'confidence': None, 'chars_per_100px_height': 6.38}"
28.webp,1,"[897, 1633, 941, 1730]",text_fit,False,none,"{'box_width': 44, 'box_height': 97, 'chosen_font_size': 10, 'ceiling_font_size': 44, 'line_count': 1, 'lines': ['…'], 'max_line_width': 6, 'total_text_height': 2, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.2, 'hard_wrapped_single_word': False}"
28.webp,1,"[897, 1633, 941, 1730]",translation_sanity,False,none,"{'source_text': 'っ……', 'translation': '…', 'source_len': 3, 'translation_len': 1, 'ratio': 0.33}"
28.webp,1,"[897, 1633, 941, 1730]",detection_plausibility,False,none,"{'box_width': 44, 'box_height': 97, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 3.09}"
28.webp,1,"[792, 209, 877, 317]",text_fit,False,none,"{'box_width': 85, 'box_height': 108, 'chosen_font_size': 10, 'ceiling_font_size': 85, 'line_count': 1, 'lines': ['...yeah, yeah'], 'max_line_width': 56, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.27, 'hard_wrapped_single_word': False}"
28.webp,1,"[792, 209, 877, 317]",translation_sanity,False,none,"{'source_text': '…是是的', 'translation': '...yeah, yeah', 'source_len': 4, 'translation_len': 13, 'ratio': 3.25}"
28.webp,1,"[792, 209, 877, 317]",detection_plausibility,False,none,"{'box_width': 85, 'box_height': 108, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.7}"
28.webp,1,"[789, 917, 845, 1108]",text_fit,False,none,"{'box_width': 56, 'box_height': 191, 'chosen_font_size': 10, 'ceiling_font_size': 56, 'line_count': 2, 'lines': [""I… I don't"", 'know…'], 'max_line_width': 38, 'total_text_height': 18, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.41, 'hard_wrapped_single_word': False}"
28.webp,1,"[789, 917, 845, 1108]",translation_sanity,False,none,"{'source_text': '不…不知道…', 'translation': ""I… I don't know…"", 'source_len': 6, 'translation_len': 16, 'ratio': 2.67}"
28.webp,1,"[789, 917, 845, 1108]",detection_plausibility,False,none,"{'box_width': 56, 'box_height': 191, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 3.14}"
28.webp,1,"[547, 978, 711, 1202]",text_fit,False,none,"{'box_width': 164, 'box_height': 224, 'chosen_font_size': 10, 'ceiling_font_size': 164, 'line_count': 1, 'lines': [""That's... hnn... hnn... don't...""], 'max_line_width': 120, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.37, 'hard_wrapped_single_word': False}"
28.webp,1,"[547, 978, 711, 1202]",translation_sanity,False,none,"{'source_text': '就是这样…呜…呜…不要…', 'translation': ""That's... hnn... hnn... don't..."", 'source_len': 12, 'translation_len': 32, 'ratio': 2.67}"
28.webp,1,"[547, 978, 711, 1202]",detection_plausibility,False,none,"{'box_width': 164, 'box_height': 224, 'source_len': 12, 'confidence': None, 'chars_per_100px_height': 5.36}"
28.webp,1,"[518, 1265, 604, 1404]",text_fit,False,none,"{'box_width': 86, 'box_height': 139, 'chosen_font_size': 10, 'ceiling_font_size': 86, 'line_count': 2, 'lines': ['I have to do it,', 'right?'], 'max_line_width': 61, 'total_text_height': 21, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.62, 'hard_wrapped_single_word': False}"
28.webp,1,"[518, 1265, 604, 1404]",translation_sanity,False,none,"{'source_text': '不做不行…对吧…', 'translation': 'I have to do it, right?', 'source_len': 8, 'translation_len': 23, 'ratio': 2.88}"
28.webp,1,"[518, 1265, 604, 1404]",detection_plausibility,False,none,"{'box_width': 86, 'box_height': 139, 'source_len': 8, 'confidence': None, 'chars_per_100px_height': 5.76}"
28.webp,1,"[425, 1113, 490, 1219]",text_fit,False,none,"{'box_width': 65, 'box_height': 106, 'chosen_font_size': 10, 'ceiling_font_size': 65, 'line_count': 1, 'lines': ['meh'], 'max_line_width': 22, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.63, 'hard_wrapped_single_word': False}"
28.webp,1,"[425, 1113, 490, 1219]",translation_sanity,False,none,"{'source_text': 'メ', 'translation': 'meh', 'source_len': 1, 'translation_len': 3, 'ratio': 3.0}"
28.webp,1,"[425, 1113, 490, 1219]",detection_plausibility,False,none,"{'box_width': 65, 'box_height': 106, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.94}"
28.webp,1,"[256, 1153, 319, 1286]",text_fit,False,none,"{'box_width': 63, 'box_height': 133, 'chosen_font_size': 10, 'ceiling_font_size': 63, 'line_count': 1, 'lines': ['Whoosh!'], 'max_line_width': 41, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.11, 'hard_wrapped_single_word': False}"
28.webp,1,"[256, 1153, 319, 1286]",translation_sanity,False,none,"{'source_text': '「スアーン', 'translation': 'Whoosh!', 'source_len': 5, 'translation_len': 7, 'ratio': 1.4}"
28.webp,1,"[256, 1153, 319, 1286]",detection_plausibility,False,none,"{'box_width': 63, 'box_height': 133, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 3.76}"
